id	name	other_data
27079	Le Sueur	State
27081	Lincoln	State
27083	Lyon	State
27085	McLeod	State
27087	Mahnomen	State
27089	Marshall	State
27091	Martin	State
27093	Meeker	State
27095	Mille Lacs	State
27097	Morrison	State
27099	Mower	State
27101	Murray	State
27103	Nicollet	State
27105	Nobles	State
27107	Norman	State
27109	Olmsted	State
27111	Otter Tail	State
27113	Pennington	State
27115	Pine	State
27117	Pipestone	State
27119	Polk	State
27121	Pope	State
27123	Ramsey	State
27125	Red Lake	State
27127	Redwood	State
27129	Renville	State
27131	Rice	State
27133	Rock	State
27135	Roseau	State
27137	St. Louis	State
27139	Scott	State
27141	Sherburne	State
27143	Sibley	State
27145	Stearns	State
27147	Steele	State
27149	Stevens	State
27151	Swift	State
27153	Todd	State
27155	Traverse	State
27157	Wabasha	State
27159	Wadena	State
27161	Waseca	State
27163	Washington	State
27165	Watonwan	State
27167	Wilkin	State
27169	Winona	State
27171	Wright	State
27173	Yellow Medicine	State
28000	Mississippi	State
28001	Adams	State
28003	Alcorn	State
28005	Amite	State
28007	Attala	State
28009	Benton	State
28011	Bolivar	State
28013	Calhoun	State
28015	Carroll	State
28017	Chickasaw	State
28019	Choctaw	State
28021	Claiborne	State
28023	Clarke	State
28025	Clay	State
28027	Coahoma	State
28029	Copiah	State
28031	Covington	State
28033	DeSoto	State
28035	Forrest	State
28037	Franklin	State
28039	George	State
28041	Greene	State
28043	Grenada	State
28045	Hancock	State
28047	Harrison	State
28049	Hinds	State
28051	Holmes	State
28053	Humphreys	State
28055	Issaquena	State
28057	Itawamba	State
28059	Jackson	State
28061	Jasper	State
28063	Jefferson	State
28065	Jefferson Davis	State
28067	Jones	State
28069	Kemper	State
28071	Lafayette	State
28073	Lamar	State
28075	Lauderdale	State
28077	Lawrence	State
28079	Leake	State
28081	Lee	State
28083	Leflore	State
28085	Lincoln	State
28087	Lowndes	State
28089	Madison	State
28091	Marion	State
28093	Marshall	State
28095	Monroe	State
28097	Montgomery	State
28099	Neshoba	State
28101	Newton	State
28103	Noxubee	State
28105	Oktibbeha	State
28107	Panola	State
28109	Pearl River	State
28111	Perry	State
28113	Pike	State
28115	Pontotoc	State
28117	Prentiss	State
28119	Quitman	State
28121	Rankin	State
28123	Scott	State
28125	Sharkey	State
28127	Simpson	State
28129	Smith	State
28131	Stone	State
28133	Sunflower	State
28135	Tallahatchie	State
28137	Tate	State
28139	Tippah	State
28141	Tishomingo	State
28143	Tunica	State
28145	Union	State
28147	Walthall	State
28149	Warren	State
28151	Washington	State
28153	Wayne	State
28155	Webster	State
28157	Wilkinson	State
28159	Winston	State
28161	Yalobusha	State
28163	Yazoo	State
29000	Missouri	State
29001	Adair	State
29003	Andrew	State
29005	Atchison	State
29007	Audrain	State
29009	Barry	State
29011	Barton	State
29013	Bates	State
29015	Benton	State
29017	Bollinger	State
29019	Boone	State
29021	Buchanan	State
29023	Butler	State
29025	Caldwell	State
29027	Callaway	State
29029	Camden	State
29031	Cape Girardeau	State
29033	Carroll	State
29035	Carter	State
29037	Cass	State
29039	Cedar	State
29041	Chariton	State
29043	Christian	State
29045	Clark	State
29047	Clay	State
29049	Clinton	State
29051	Cole	State
29053	Cooper	State
29055	Crawford	State
29057	Dade	State
29059	Dallas	State
29061	Daviess	State
29063	De Kalb	State
29065	Dent	State
29067	Douglas	State
29069	Dunklin	State
29071	Franklin	State
29073	Gasconade	State
29075	Gentry	State
29077	Greene	State
29079	Grundy	State
29081	Harrison	State
29083	Henry	State
29085	Hickory	State
29087	Holt	State
29089	Howard	State
29091	Howell	State
29093	Iron	State
29095	Jackson	State
29097	Jasper	State
29099	Jefferson	State
29101	Johnson	State
29103	Knox	State
29105	Laclede	State
29107	Lafayette	State
29109	Lawrence	State
29111	Lewis	State
29113	Lincoln	State
29115	Linn	State
29117	Livingston	State
29119	McDonald	State
29121	Macon	State
29123	Madison	State
29125	Maries	State
29127	Marion	State
29129	Mercer	State
29131	Miller	State
29133	Mississippi	State
29135	Moniteau	State
29137	Monroe	State
29139	Montgomery	State
29141	Morgan	State
29143	New Madrid	State
29145	Newton	State
29147	Nodaway	State
29149	Oregon	State
29151	Osage	State
29153	Ozark	State
29155	Pemiscot	State
29157	Perry	State
29159	Pettis	State
29161	Phelps	State
29163	Pike	State
29165	Platte	State
29167	Polk	State
29169	Pulaski	State
29171	Putnam	State
29173	Ralls	State
29175	Randolph	State
29177	Ray	State
29179	Reynolds	State
29181	Ripley	State
29183	St. Charles	State
29185	St. Clair	State
29186	Ste. Genevieve	State
29187	St. Francois	State
29189	St. Louis	State
29195	Saline	State
29197	Schuyler	State
29199	Scotland	State
29201	Scott	State
29203	Shannon	State
29205	Shelby	State
29207	Stoddard	State
29209	Stone	State
29211	Sullivan	State
29213	Taney	State
29215	Texas	State
29217	Vernon	State
29219	Warren	State
29221	Washington	State
29223	Wayne	State
29225	Webster	State
29227	Worth	State
29229	Wright	State
29510	St. Louis city	State
30000	Montana	State
30001	Beaverhead	State
30003	Big Horn	State
30005	Blaine	State
30007	Broadwater	State
30009	Carbon	State
30011	Carter	State
30013	Cascade	State
30015	Chouteau	State
30017	Custer	State
30019	Daniels	State
30021	Dawson	State
30023	Deer Lodge	State
30025	Fallon	State
30027	Fergus	State
30029	Flathead	State
30031	Gallatin	State
30033	Garfield	State
30035	Glacier	State
30037	Golden Valley	State
30039	Granite	State
30041	Hill	State
30043	Jefferson	State
30045	Judith Basin	State
30047	Lake	State
30049	Lewis and Clark	State
30051	Liberty	State
30053	Lincoln	State
30055	McCone	State
30057	Madison	State
30059	Meagher	State
30061	Mineral	State
30063	Missoula	State
30065	Musselshell	State
30067	Park	State
30069	Petroleum	State
30071	Phillips	State
30073	Pondera	State
30075	Powder River	State
30077	Powell	State
30079	Prairie	State
30081	Ravalli	State
30083	Richland	State
30085	Roosevelt	State
30087	Rosebud	State
30089	Sanders	State
30091	Sheridan	State
30093	Silver Bow	State
30095	Stillwater	State
30097	Sweet Grass	State
30099	Teton	State
30101	Toole	State
30103	Treasure	State
30105	Valley	State
30107	Wheatland	State
30109	Wibaux	State
30111	Yellowstone	State
30113	Yellowstone National Park	State
31000	Nebraska	State
31001	Adams	State
31003	Antelope	State
31005	Arthur	State
31007	Banner	State
31009	Blaine	State
31011	Boone	State
31013	Box Butte	State
31015	Boyd	State
31017	Brown	State
31019	Buffalo	State
31021	Burt	State
31023	Butler	State
31025	Cass	State
31027	Cedar	State
31029	Chase	State
31031	Cherry	State
31033	Cheyenne	State
31035	Clay	State
31037	Colfax	State
31039	Cuming	State
31041	Custer	State
31043	Dakota	State
31045	Dawes	State
31047	Dawson	State
31049	Deuel	State
31051	Dixon	State
31053	Dodge	State
31055	Douglas	State
31057	Dundy	State
31059	Fillmore	State
31061	Franklin	State
31063	Frontier	State
31065	Furnas	State
31067	Gage	State
31069	Garden	State
31071	Garfield	State
31073	Gosper	State
31075	Grant	State
31077	Greeley	State
31079	Hall	State
31081	Hamilton	State
31083	Harlan	State
31085	Hayes	State
31087	Hitchcock	State
31089	Holt	State
31091	Hooker	State
31093	Howard	State
31095	Jefferson	State
31097	Johnson	State
31099	Kearney	State
31101	Keith	State
31103	Keya Paha	State
31105	Kimball	State
31107	Knox	State
31109	Lancaster	State
31111	Lincoln	State
31113	Logan	State
31115	Loup	State
31117	McPherson	State
31119	Madison	State
31121	Merrick	State
31123	Morrill	State
31125	Nance	State
31127	Nemaha	State
31129	Nuckolls	State
31131	Otoe	State
31133	Pawnee	State
31135	Perkins	State
31137	Phelps	State
31139	Pierce	State
31141	Platte	State
31143	Polk	State
31145	Red Willow	State
31147	Richardson	State
31149	Rock	State
31151	Saline	State
31153	Sarpy	State
31155	Saunders	State
31157	Scotts Bluff	State
31159	Seward	State
31161	Sheridan	State
31163	Sherman	State
31165	Sioux	State
31167	Stanton	State
31169	Thayer	State
31171	Thomas	State
31173	Thurston	State
31175	Valley	State
31177	Washington	State
31179	Wayne	State
31181	Webster	State
31183	Wheeler	State
31185	York	State
32000	Nevada	State
32001	Churchill	State
32003	Clark	State
32005	Douglas	State
32007	Elko	State
32009	Esmeralda	State
32011	Eureka	State
32013	Humboldt	State
32015	Lander	State
32017	Lincoln	State
32019	Lyon	State
32021	Mineral	State
32023	Nye	State
32027	Pershing	State
32029	Storey	State
32031	Washoe	State
32033	White Pine	State
32510	Carson City	State
33000	New Hampshire	State
33001	Belknap	State
33003	Carroll	State
33005	Cheshire	State
33007	Coos	State
33009	Grafton	State
33011	Hillsborough	State
33013	Merrimack	State
33015	Rockingham	State
33017	Strafford	State
33019	Sullivan	State
34000	New Jersey	State
34001	Atlantic	State
34003	Bergen	State
34005	Burlington	State
34007	Camden	State
34009	Cape May	State
34011	Cumberland	State
34013	Essex	State
34015	Gloucester	State
34017	Hudson	State
34019	Hunterdon	State
34021	Mercer	State
34023	Middlesex	State
34025	Monmouth	State
34027	Morris	State
34029	Ocean	State
34031	Passaic	State
34033	Salem	State
34035	Somerset	State
34037	Sussex	State
34039	Union	State
34041	Warren	State
35000	New Mexico	State
35001	Bernalillo	State
35003	Catron	State
35005	Chaves	State
35006	Cibola	State
35007	Colfax	State
35009	Curry	State
35011	De Baca	State
35013	Dona Ana	State
35015	Eddy	State
35017	Grant	State
35019	Guadalupe	State
35021	Harding	State
35023	Hidalgo	State
35025	Lea	State
35027	Lincoln	State
35028	Los Alamos	State
35029	Luna	State
35031	McKinley	State
35033	Mora	State
35035	Otero	State
35037	Quay	State
35039	Rio Arriba	State
35041	Roosevelt	State
35043	Sandoval	State
35045	San Juan	State
35047	San Miguel	State
35049	Santa Fe	State
35051	Sierra	State
35053	Socorro	State
35055	Taos	State
35057	Torrance	State
35059	Union	State
35061	Valencia	State
36000	New York	State
36001	Albany	State
36003	Allegany	State
36005	Bronx	State
36007	Broome	State
36009	Cattaraugus	State
36011	Cayuga	State
36013	Chautauqua	State
36015	Chemung	State
36017	Chenango	State
36019	Clinton	State
36021	Columbia	State
36023	Cortland	State
36025	Delaware	State
36027	Dutchess	State
36029	Erie	State
36031	Essex	State
36033	Franklin	State
36035	Fulton	State
36037	Genesee	State
36039	Greene	State
36041	Hamilton	State
36043	Herkimer	State
36045	Jefferson	State
36047	Kings	State
36049	Lewis	State
36051	Livingston	State
36053	Madison	State
36055	Monroe	State
36057	Montgomery	State
36059	Nassau	State
36061	New York	State
36063	Niagara	State
36065	Oneida	State
36067	Onondaga	State
36069	Ontario	State
36071	Orange	State
36073	Orleans	State
36075	Oswego	State
36077	Otsego	State
36079	Putnam	State
36081	Queens	State
36083	Rensselaer	State
36085	Richmond	State
36087	Rockland	State
36089	St. Lawrence	State
36091	Saratoga	State
36093	Schenectady	State
36095	Schoharie	State
36097	Schuyler	State
36099	Seneca	State
36101	Steuben	State
36103	Suffolk	State
36105	Sullivan	State
36107	Tioga	State
36109	Tompkins	State
36111	Ulster	State
36113	Warren	State
36115	Washington	State
36117	Wayne	State
36119	Westchester	State
36121	Wyoming	State
36123	Yates	State
37000	North Carolina	State
37001	Alamance	State
37003	Alexander	State
37005	Alleghany	State
37007	Anson	State
37009	Ashe	State
37011	Avery	State
37013	Beaufort	State
37015	Bertie	State
37017	Bladen	State
37019	Brunswick	State
37021	Buncombe	State
37023	Burke	State
37025	Cabarrus	State
37027	Caldwell	State
37029	Camden	State
37031	Carteret	State
37033	Caswell	State
37035	Catawba	State
37037	Chatham	State
37039	Cherokee	State
37041	Chowan	State
37043	Clay	State
37045	Cleveland	State
37047	Columbus	State
37049	Craven	State
37051	Cumberland	State
37053	Currituck	State
37055	Dare	State
37057	Davidson	State
37059	Davie	State
37061	Duplin	State
37063	Durham	State
37065	Edgecombe	State
37067	Forsyth	State
37069	Franklin	State
37071	Gaston	State
37073	Gates	State
37075	Graham	State
37077	Granville	State
37079	Greene	State
37081	Guilford	State
37083	Halifax	State
37085	Harnett	State
37087	Haywood	State
37089	Henderson	State
37091	Hertford	State
37093	Hoke	State
37095	Hyde	State
37097	Iredell	State
37099	Jackson	State
37101	Johnston	State
37103	Jones	State
37105	Lee	State
37107	Lenoir	State
37109	Lincoln	State
37111	McDowell	State
37113	Macon	State
37115	Madison	State
37117	Martin	State
37119	Mecklenburg	State
37121	Mitchell	State
37123	Montgomery	State
37125	Moore	State
37127	Nash	State
37129	New Hanover	State
37131	Northampton	State
37133	Onslow	State
37135	Orange	State
37137	Pamlico	State
37139	Pasquotank	State
37141	Pender	State
37143	Perquimans	State
37145	Person	State
37147	Pitt	State
37149	Polk	State
37151	Randolph	State
37153	Richmond	State
37155	Robeson	State
37157	Rockingham	State
37159	Rowan	State
37161	Rutherford	State
37163	Sampson	State
37165	Scotland	State
37167	Stanly	State
37169	Stokes	State
37171	Surry	State
37173	Swain	State
37175	Transylvania	State
37177	Tyrrell	State
37179	Union	State
37181	Vance	State
37183	Wake	State
37185	Warren	State
37187	Washington	State
37189	Watauga	State
37191	Wayne	State
37193	Wilkes	State
37195	Wilson	State
37197	Yadkin	State
37199	Yancey	State
38000	North Dakota	State
38001	Adams	State
38003	Barnes	State
38005	Benson	State
38007	Billings	State
38009	Bottineau	State
38011	Bowman	State
38013	Burke	State
38015	Burleigh	State
38017	Cass	State
38019	Cavalier	State
38021	Dickey	State
38023	Divide	State
38025	Dunn	State
38027	Eddy	State
38029	Emmons	State
38031	Foster	State
38033	Golden Valley	State
38035	Grand Forks	State
38037	Grant	State
38039	Griggs	State
38041	Hettinger	State
38043	Kidder	State
38045	La Moure	State
38047	Logan	State
38049	McHenry	State
38051	McIntosh	State
38053	McKenzie	State
38055	McLean	State
38057	Mercer	State
38059	Morton	State
38061	Mountrail	State
38063	Nelson	State
38065	Oliver	State
38067	Pembina	State
38069	Pierce	State
38071	Ramsey	State
38073	Ransom	State
38075	Renville	State
38077	Richland	State
38079	Rolette	State
38081	Sargent	State
38083	Sheridan	State
38085	Sioux	State
38087	Slope	State
38089	Stark	State
38091	Steele	State
38093	Stutsman	State
38095	Towner	State
38097	Traill	State
38099	Walsh	State
38101	Ward	State
38103	Wells	State
38105	Williams	State
39000	Ohio	State
39001	Adams	State
39003	Allen	State
39005	Ashland	State
39007	Ashtabula	State
39009	Athens	State
39011	Auglaize	State
39013	Belmont	State
39015	Brown	State
39017	Butler	State
39019	Carroll	State
39021	Champaign	State
39023	Clark	State
39025	Clermont	State
39027	Clinton	State
39029	Columbiana	State
39031	Coshocton	State
39033	Crawford	State
39035	Cuyahoga	State
39037	Darke	State
39039	Defiance	State
39041	Delaware	State
39043	Erie	State
39045	Fairfield	State
39047	Fayette	State
39049	Franklin	State
39051	Fulton	State
39053	Gallia	State
39055	Geauga	State
39057	Greene	State
39059	Guernsey	State
39061	Hamilton	State
39063	Hancock	State
39065	Hardin	State
39067	Harrison	State
39069	Henry	State
39071	Highland	State
39073	Hocking	State
39075	Holmes	State
39077	Huron	State
39079	Jackson	State
39081	Jefferson	State
39083	Knox	State
39085	Lake	State
39087	Lawrence	State
39089	Licking	State
39091	Logan	State
39093	Lorain	State
39095	Lucas	State
39097	Madison	State
39099	Mahoning	State
39101	Marion	State
39103	Medina	State
39105	Meigs	State
39107	Mercer	State
39109	Miami	State
39111	Monroe	State
39113	Montgomery	State
39115	Morgan	State
39117	Morrow	State
39119	Muskingum	State
39121	Noble	State
39123	Ottawa	State
39125	Paulding	State
39127	Perry	State
39129	Pickaway	State
39131	Pike	State
39133	Portage	State
39135	Preble	State
39137	Putnam	State
39139	Richland	State
39141	Ross	State
39143	Sandusky	State
39145	Scioto	State
39147	Seneca	State
39149	Shelby	State
39151	Stark	State
39153	Summit	State
39155	Trumbull	State
39157	Tuscarawas	State
39159	Union	State
39161	Van Wert	State
39163	Vinton	State
39165	Warren	State
39167	Washington	State
39169	Wayne	State
39171	Williams	State
39173	Wood	State
39175	Wyandot	State
40000	Oklahoma	State
40001	Adair	State
40003	Alfalfa	State
40005	Atoka	State
40007	Beaver	State
40009	Beckham	State
40011	Blaine	State
40013	Bryan	State
40015	Caddo	State
40017	Canadian	State
40019	Carter	State
40021	Cherokee	State
40023	Choctaw	State
40025	Cimarron	State
40027	Cleveland	State
40029	Coal	State
40031	Comanche	State
40033	Cotton	State
40035	Craig	State
40037	Creek	State
40039	Custer	State
40041	Delaware	State
40043	Dewey	State
40045	Ellis	State
40047	Garfield	State
40049	Garvin	State
40051	Grady	State
40053	Grant	State
40055	Greer	State
40057	Harmon	State
40059	Harper	State
40061	Haskell	State
40063	Hughes	State
40065	Jackson	State
40067	Jefferson	State
40069	Johnston	State
40071	Kay	State
40073	Kingfisher	State
40075	Kiowa	State
40077	Latimer	State
40079	Le Flore	State
40081	Lincoln	State
40083	Logan	State
40085	Love	State
40087	McClain	State
40089	McCurtain	State
40091	McIntosh	State
40093	Major	State
40095	Marshall	State
40097	Mayes	State
40099	Murray	State
40101	Muskogee	State
40103	Noble	State
40105	Nowata	State
40107	Okfuskee	State
40109	Oklahoma	State
40111	Okmulgee	State
40113	Osage	State
40115	Ottawa	State
40117	Pawnee	State
40119	Payne	State
40121	Pittsburg	State
40123	Pontotoc	State
40125	Pottawatomie	State
40127	Pushmataha	State
40129	Roger Mills	State
40131	Rogers	State
40133	Seminole	State
40135	Sequoyah	State
40137	Stephens	State
40139	Texas	State
40141	Tillman	State
40143	Tulsa	State
40145	Wagoner	State
40147	Washington	State
40149	Washita	State
40151	Woods	State
40153	Woodward	State
41000	Oregon	State
41001	Baker	State
41003	Benton	State
41005	Clackamas	State
41007	Clatsop	State
41009	Columbia	State
41011	Coos	State
41013	Crook	State
41015	Curry	State
41017	Deschutes	State
41019	Douglas	State
41021	Gilliam	State
41023	Grant	State
41025	Harney	State
41027	Hood River	State
41029	Jackson	State
41031	Jefferson	State
41033	Josephine	State
41035	Klamath	State
41037	Lake	State
41039	Lane	State
41041	Lincoln	State
41043	Linn	State
41045	Malheur	State
41047	Marion	State
41049	Morrow	State
41051	Multnomah	State
41053	Polk	State
41055	Sherman	State
41057	Tillamook	State
41059	Umatilla	State
41061	Union	State
41063	Wallowa	State
41065	Wasco	State
41067	Washington	State
41069	Wheeler	State
41071	Yamhill	State
42000	Pennsylvania	State
42001	Adams	State
42003	Allegheny	State
42005	Armstrong	State
42007	Beaver	State
42009	Bedford	State
42011	Berks	State
42013	Blair	State
42015	Bradford	State
42017	Bucks	State
42019	Butler	State
42021	Cambria	State
42023	Cameron	State
42025	Carbon	State
42027	Centre	State
42029	Chester	State
42031	Clarion	State
42033	Clearfield	State
42035	Clinton	State
42037	Columbia	State
42039	Crawford	State
42041	Cumberland	State
42043	Dauphin	State
42045	Delaware	State
42047	Elk	State
42049	Erie	State
42051	Fayette	State
42053	Forest	State
42055	Franklin	State
42057	Fulton	State
42059	Greene	State
42061	Huntingdon	State
42063	Indiana	State
42065	Jefferson	State
42067	Juniata	State
42069	Lackawanna	State
42071	Lancaster	State
42073	Lawrence	State
42075	Lebanon	State
42077	Lehigh	State
42079	Luzerne	State
42081	Lycoming	State
42083	McKean	State
42085	Mercer	State
42087	Mifflin	State
42089	Monroe	State
42091	Montgomery	State
42093	Montour	State
42095	Northampton	State
42097	Northumberland	State
42099	Perry	State
42101	Philadelphia	State
42103	Pike	State
42105	Potter	State
42107	Schuylkill	State
42109	Snyder	State
42111	Somerset	State
42113	Sullivan	State
42115	Susquehanna	State
42117	Tioga	State
42119	Union	State
42121	Venango	State
42123	Warren	State
42125	Washington	State
42127	Wayne	State
42129	Westmoreland	State
42131	Wyoming	State
42133	York	State
44000	Rhode Island	State
44001	Bristol	State
44003	Kent	State
44005	Newport	State
44007	Providence	State
44009	Washington	State
45000	South Carolina	State
45001	Abbeville	State
45003	Aiken	State
45005	Allendale	State
45007	Anderson	State
45009	Bamberg	State
45011	Barnwell	State
45013	Beaufort	State
45015	Berkeley	State
45017	Calhoun	State
45019	Charleston	State
45021	Cherokee	State
45023	Chester	State
45025	Chesterfield	State
45027	Clarendon	State
45029	Colleton	State
45031	Darlington	State
45033	Dillon	State
45035	Dorchester	State
45037	Edgefield	State
45039	Fairfield	State
45041	Florence	State
45043	Georgetown	State
45045	Greenville	State
45047	Greenwood	State
45049	Hampton	State
45051	Horry	State
45053	Jasper	State
45055	Kershaw	State
45057	Lancaster	State
45059	Laurens	State
45061	Lee	State
45063	Lexington	State
45065	McCormick	State
45067	Marion	State
45069	Marlboro	State
45071	Newberry	State
45073	Oconee	State
45075	Orangeburg	State
45077	Pickens	State
45079	Richland	State
45081	Saluda	State
45083	Spartanburg	State
45085	Sumter	State
45087	Union	State
45089	Williamsburg	State
45091	York	State
46000	South Dakota	State
46003	Aurora	State
46005	Beadle	State
46007	Bennett	State
46009	Bon Homme	State
46011	Brookings	State
46013	Brown	State
46015	Brule	State
46017	Buffalo	State
46019	Butte	State
46021	Campbell	State
46023	Charles Mix	State
46025	Clark	State
46027	Clay	State
46029	Codington	State
46031	Corson	State
46033	Custer	State
46035	Davison	State
46037	Day	State
46039	Deuel	State
46041	Dewey	State
46043	Douglas	State
46045	Edmunds	State
46047	Fall River	State
46049	Faulk	State
46051	Grant	State
46053	Gregory	State
46055	Haakon	State
46057	Hamlin	State
46059	Hand	State
46061	Hanson	State
46063	Harding	State
46065	Hughes	State
46067	Hutchinson	State
46069	Hyde	State
46071	Jackson	State
46073	Jerauld	State
46075	Jones	State
46077	Kingsbury	State
46079	Lake	State
46081	Lawrence	State
46083	Lincoln	State
46085	Lyman	State
46087	McCook	State
46089	McPherson	State
46091	Marshall	State
46093	Meade	State
46095	Mellette	State
46097	Miner	State
46099	Minnehaha	State
46101	Moody	State
46103	Pennington	State
46105	Perkins	State
46107	Potter	State
46109	Roberts	State
46111	Sanborn	State
46113	Shannon	State
46115	Spink	State
46117	Stanley	State
46119	Sully	State
46121	Todd	State
46123	Tripp	State
46125	Turner	State
46127	Union	State
46129	Walworth	State
46135	Yankton	State
46137	Ziebach	State
47000	Tennessee	State
47001	Anderson	State
47003	Bedford	State
47005	Benton	State
47007	Bledsoe	State
47009	Blount	State
47011	Bradley	State
47013	Campbell	State
47015	Cannon	State
47017	Carroll	State
47019	Carter	State
47021	Cheatham	State
47023	Chester	State
47025	Claiborne	State
47027	Clay	State
47029	Cocke	State
47031	Coffee	State
47033	Crockett	State
47035	Cumberland	State
47037	Davidson	State
47039	Decatur	State
47041	DeKalb	State
47043	Dickson	State
47045	Dyer	State
47047	Fayette	State
47049	Fentress	State
47051	Franklin	State
47053	Gibson	State
47055	Giles	State
47057	Grainger	State
47059	Greene	State
47061	Grundy	State
47063	Hamblen	State
47065	Hamilton	State
47067	Hancock	State
47069	Hardeman	State
47071	Hardin	State
47073	Hawkins	State
47075	Haywood	State
47077	Henderson	State
47079	Henry	State
47081	Hickman	State
47083	Houston	State
47085	Humphreys	State
47087	Jackson	State
47089	Jefferson	State
47091	Johnson	State
47093	Knox	State
47095	Lake	State
47097	Lauderdale	State
47099	Lawrence	State
47101	Lewis	State
47103	Lincoln	State
47105	Loudon	State
47107	McMinn	State
47109	McNairy	State
47111	Macon	State
47113	Madison	State
47115	Marion	State
47117	Marshall	State
47119	Maury	State
47121	Meigs	State
47123	Monroe	State
47125	Montgomery	State
47127	Moore	State
47129	Morgan	State
47131	Obion	State
47133	Overton	State
47135	Perry	State
47137	Pickett	State
47139	Polk	State
47141	Putnam	State
47143	Rhea	State
47145	Roane	State
47147	Robertson	State
47149	Rutherford	State
47151	Scott	State
47153	Sequatchie	State
47155	Sevier	State
47157	Shelby	State
47159	Smith	State
47161	Stewart	State
47163	Sullivan	State
47165	Sumner	State
47167	Tipton	State
47169	Trousdale	State
47171	Unicoi	State
47173	Union	State
47175	Van Buren	State
47177	Warren	State
47179	Washington	State
47181	Wayne	State
47183	Weakley	State
47185	White	State
47187	Williamson	State
47189	Wilson	State
48000	Texas	State
48001	Anderson	State
48003	Andrews	State
48005	Angelina	State
48007	Aransas	State
48009	Archer	State
48011	Armstrong	State
48013	Atascosa	State
48015	Austin	State
48017	Bailey	State
48019	Bandera	State
48021	Bastrop	State
48023	Baylor	State
48025	Bee	State
48027	Bell	State
48029	Bexar	State
48031	Blanco	State
48033	Borden	State
48035	Bosque	State
48037	Bowie	State
48039	Brazoria	State
48041	Brazos	State
48043	Brewster	State
48045	Briscoe	State
48047	Brooks	State
48049	Brown	State
48051	Burleson	State
48053	Burnet	State
48055	Caldwell	State
48057	Calhoun	State
48059	Callahan	State
48061	Cameron	State
48063	Camp	State
48065	Carson	State
48067	Cass	State
48069	Castro	State
48071	Chambers	State
48073	Cherokee	State
48075	Childress	State
48077	Clay	State
48079	Cochran	State
48081	Coke	State
48083	Coleman	State
48085	Collin	State
48087	Collingsworth	State
48089	Colorado	State
48091	Comal	State
48093	Comanche	State
48095	Concho	State
48097	Cooke	State
48099	Coryell	State
48101	Cottle	State
48103	Crane	State
48105	Crockett	State
48107	Crosby	State
48109	Culberson	State
48111	Dallam	State
48113	Dallas	State
48115	Dawson	State
48117	Deaf Smith	State
48119	Delta	State
48121	Denton	State
48123	De Witt	State
48125	Dickens	State
48127	Dimmit	State
48129	Donley	State
48131	Duval	State
48133	Eastland	State
48135	Ector	State
48137	Edwards	State
48139	Ellis	State
48141	El Paso	State
48143	Erath	State
48145	Falls	State
48147	Fannin	State
48149	Fayette	State
48151	Fisher	State
48153	Floyd	State
48155	Foard	State
48157	Fort Bend	State
48159	Franklin	State
48161	Freestone	State
48163	Frio	State
48165	Gaines	State
48167	Galveston	State
48169	Garza	State
48171	Gillespie	State
48173	Glasscock	State
48175	Goliad	State
48177	Gonzales	State
48179	Gray	State
48181	Grayson	State
48183	Gregg	State
48185	Grimes	State
48187	Guadalupe	State
48189	Hale	State
48191	Hall	State
48193	Hamilton	State
48195	Hansford	State
48197	Hardeman	State
48199	Hardin	State
48201	Harris	State
48203	Harrison	State
48205	Hartley	State
48207	Haskell	State
48209	Hays	State
48211	Hemphill	State
48213	Henderson	State
48215	Hidalgo	State
48217	Hill	State
48219	Hockley	State
48221	Hood	State
48223	Hopkins	State
48225	Houston	State
48227	Howard	State
48229	Hudspeth	State
48231	Hunt	State
48233	Hutchinson	State
48235	Irion	State
48237	Jack	State
48239	Jackson	State
48241	Jasper	State
48243	Jeff Davis	State
48245	Jefferson	State
48247	Jim Hogg	State
48249	Jim Wells	State
48251	Johnson	State
48253	Jones	State
48255	Karnes	State
48257	Kaufman	State
48259	Kendall	State
48261	Kenedy	State
48263	Kent	State
48265	Kerr	State
48267	Kimble	State
48269	King	State
48271	Kinney	State
48273	Kleberg	State
48275	Knox	State
48277	Lamar	State
48279	Lamb	State
48281	Lampasas	State
48283	La Salle	State
48285	Lavaca	State
48287	Lee	State
48289	Leon	State
48291	Liberty	State
48293	Limestone	State
48295	Lipscomb	State
48297	Live Oak	State
48299	Llano	State
48301	Loving	State
48303	Lubbock	State
48305	Lynn	State
48307	McCulloch	State
48309	McLennan	State
48311	McMullen	State
48313	Madison	State
48315	Marion	State
48317	Martin	State
48319	Mason	State
48321	Matagorda	State
48323	Maverick	State
48325	Medina	State
48327	Menard	State
48329	Midland	State
48331	Milam	State
48333	Mills	State
48335	Mitchell	State
48337	Montague	State
48339	Montgomery	State
48341	Moore	State
48343	Morris	State
48345	Motley	State
48347	Nacogdoches	State
48349	Navarro	State
48351	Newton	State
48353	Nolan	State
48355	Nueces	State
48357	Ochiltree	State
48359	Oldham	State
48361	Orange	State
48363	Palo Pinto	State
48365	Panola	State
48367	Parker	State
48369	Parmer	State
48371	Pecos	State
48373	Polk	State
48375	Potter	State
48377	Presidio	State
48379	Rains	State
48381	Randall	State
48383	Reagan	State
48385	Real	State
48387	Red River	State
48389	Reeves	State
48391	Refugio	State
48393	Roberts	State
48395	Robertson	State
48397	Rockwall	State
48399	Runnels	State
48401	Rusk	State
48403	Sabine	State
